,composerName,season,living
589,"Hiller,  Ferdinand",1862-63,Y
590,"Gade,  Niels",1862-63,Y
591,"Eisfeld,  Theodore",1862-63,Y
592,"Mendelssohn,  Felix",1862-63,N
593,"Liszt,  Franz",1862-63,Y
594,"Mozart,  Wolfgang  Amadeus",1862-63,N
595,"Bach,  Johann  Sebastian",1862-63,N
596,"Beethoven,  Ludwig  van",1862-63,N
597,"Schumann,  Robert",1862-63,N
598,"Schubert,  Franz",1862-63,N
599,"Beethoven,  Ludwig  van",1862-63,N
600,"Rubinstein,  Anton",1862-63,Y
601,"Clapisson,  Antoine  Louis",1862-63,
602,"Chopin,  Frédéric",1862-63,N
603,"Mills,  Sebastian  Bach",1862-63,Y
604,"Wagner,  Richard",1862-63,Y
605,"Mozart,  Wolfgang  Amadeus",1862-63,N
606,"Haydn,  Franz  Joseph",1862-63,N
607,"Beriot,  Charles-Auguste  de",1862-63,Y
608,"Wagner,  Richard",1862-63,Y
609,"Bergner,  Frederick",1862-63,
610,"Beethoven,  Ludwig  van",1862-63,N
611,"Vieuxtemps,  Henri",1862-63,Y
612,"Schumann,  Robert",1862-63,N
613,"Beethoven,  Ludwig  van",1862-63,N
614,"Mendelssohn,  Felix",1862-63,N
615,"Gade,  Niels",1862-63,Y
616,"Beethoven,  Ludwig  van",1862-63,N
617,"Heller,  Stephen [István]",1862-63,Y
618,"Chopin,  Frédéric",1862-63,N
619,"Berlioz,  Hector",1862-63,Y
620,"Schumann,  Robert",1863-64,N
621,"Weber,  Carl  Maria Von",1863-64,N
622,"Hiller,  Ferdinand",1863-64,Y
623,"Beethoven,  Ludwig  van",1863-64,N
624,"Gounod,  Charles",1863-64,Y
625,"Eisfeld,  Theodore",1863-64,Y
626,"Wagner,  Richard",1863-64,Y
627,"Beethoven,  Ludwig  van",1863-64,N
628,"Mozart,  Wolfgang  Amadeus",1863-64,N
629,"Goldbeck,  Robert",1863-64,
630,"Gade,  Niels",1863-64,Y
631,"Mason,  William",1863-64,Y
632,"Artot,  Alexandre",1863-64,N
633,"Wagner,  Richard",1863-64,Y
634,"Liszt,  Franz",1863-64,Y
635,"Wagner,  Richard",1863-64,Y
636,"Esser,  Heinrich",1863-64,Y
637,"Evers,  Carl",1863-64,
638,"Weber,  Carl  Maria Von",1863-64,N
639,"Haydn,  Franz  Joseph",1863-64,N
640,"Mozart,  Wolfgang  Amadeus",1863-64,N
641,"Beethoven,  Ludwig  van",1863-64,N
642,"Mendelssohn,  Felix",1863-64,N
643,"Beethoven,  Ludwig  van",1863-64,N
644,"Weber,  Carl  Maria Von",1863-64,N
645,"Rossini,  Gioachino",1863-64,Y
646,"Bristow,  George  Frederick",1863-64,Y
647,"Meyerbeer,  Giacomo",1863-64,Y
648,"Schreiber,  Louis",1863-64,
649,"Flotow,  Friedrich  Von",1863-64,Y
650,"Hohnstock,  Carl",1863-64,
651,"Schubert,  Franz",1863-64,N
652,"Schumann,  Robert",1863-64,N
653,"Mozart,  Wolfgang  Amadeus",1863-64,N
654,"Hummel,  Johann",1863-64,N
655,"Weber,  Carl  Maria Von",1863-64,N
656,"Rietz,  Julius",1863-64,Y
657,"Beethoven,  Ludwig  van",1864-65,N
658,"Weber,  Carl  Maria Von",1864-65,N
659,"Mendelssohn,  Felix",1864-65,N
660,"Weber,  Carl  Maria Von",1864-65,N
661,"Liszt,  Franz",1864-65,Y
662,"Mendelssohn,  Felix",1864-65,N
663,"Abt,  Franz",1864-65,Y
664,"Ritter,  Frederic  Louis",1864-65,Y
665,"Mozart,  Wolfgang  Amadeus",1864-65,N
666,"Mendelssohn,  Felix",1864-65,N
667,"Berlioz,  Hector",1864-65,Y
668,"Schumann,  Robert",1864-65,N
669,"Alard,  Jean  Delphin",1864-65,Y
670,"Schubert,  Franz",1864-65,N
671,"Gluck,  Christoph  Willibald",1864-65,N
672,"Beethoven,  Ludwig  van",1864-65,N
673,"Vieuxtemps,  Henri",1864-65,Y
674,"Beethoven,  Ludwig  van",1864-65,N
675,"Haydn,  Franz  Joseph",1864-65,N
676,"Palestrina,  Giovanni  Da",1864-65,
677,"Beethoven,  Ludwig  van",1864-65,N
678,"Bargiel,  Woldemar",1864-65,Y
679,"Liszt,  Franz",1864-65,Y
680,"Berlioz,  Hector",1864-65,Y
681,"Beethoven,  Ludwig  van",1864-65,N
682,"Handel,  George  Frideric",1864-65,N
683,"Beethoven,  Ludwig  van",1864-65,N
684,"Mendelssohn,  Felix",1864-65,N
685,"Schumann,  Robert",1864-65,N
686,"Schumann,  Robert",1865-66,N
687,"Mozart,  Wolfgang  Amadeus",1865-66,N
688,"Liszt,  Franz",1865-66,Y
689,"Chopin,  Frédéric",1865-66,N
690,"Mills,  Sebastian  Bach",1865-66,Y
691,"Beethoven,  Ludwig  van",1865-66,N
692,"Beethoven,  Ludwig  van",1865-66,N
693,"Mendelssohn,  Felix",1865-66,N
694,"Bargiel,  Woldemar",1865-66,Y
695,"Prume,  Jehin",1865-66,
696,"Mendelssohn,  Felix",1865-66,N
697,"Mozart,  Wolfgang  Amadeus",1865-66,N
698,"Mendelssohn,  Felix",1865-66,N
699,"Mendelssohn,  Felix",1865-66,N
700,"Wehli,  James  M.",1865-66,
701,"Berlioz,  Hector",1865-66,Y
702,"Schumann,  Robert",1865-66,N
703,"Donizetti,  Gaetano",1865-66,N
704,"Mendelssohn,  Felix",1865-66,N
705,"Wagner,  Richard",1865-66,Y
706,"Rossini,  Gioachino",1865-66,Y
707,"Weber,  Carl  Maria Von",1865-66,N
708,"Beethoven,  Ludwig  van",1865-66,N
709,"Mendelssohn,  Felix",1865-66,N
710,"Burgmuller,  Norbert",1865-66,N
711,"Wagner,  Richard",1865-66,Y
712,"Handel,  George  Frideric",1865-66,N
713,"Berlioz,  Hector",1865-66,Y
714,"Schumann,  Robert",1866-67,N
715,"Mendelssohn,  Felix",1866-67,N
716,"Beethoven,  Ludwig  van",1866-67,N
717,"Liszt,  Franz",1866-67,Y
718,"Mozart,  Wolfgang  Amadeus",1866-67,N
719,"Bristow,  George  Frederick",1866-67,Y
720,"Beethoven,  Ludwig  van",1866-67,N
721,"Mendelssohn,  Felix",1866-67,N
722,"Wagner,  Richard",1866-67,Y
723,"Mozart,  Wolfgang  Amadeus",1866-67,N
724,"Vieuxtemps,  Henri",1866-67,Y
725,"Berlioz,  Hector",1866-67,Y
726,"Volkmann,  Friedrich  Robert",1866-67,Y
727,"Beethoven,  Ludwig  van",1866-67,N
728,"Mendelssohn,  Felix",1866-67,N
729,"Vieuxtemps,  Henri",1866-67,Y
730,"Cherubini,  Luigi",1866-67,N
731,"Mozart,  Wolfgang  Amadeus",1866-67,N
732,"Donizetti,  Gaetano",1866-67,N
733,"Chopin,  Frédéric",1866-67,N
734,"Beethoven,  Ludwig  van",1866-67,N
735,"Mozart,  Wolfgang  Amadeus",1866-67,N
736,"Liszt,  Franz",1866-67,Y
737,"Mozart,  Wolfgang  Amadeus",1866-67,N
738,"Liszt,  Franz",1866-67,Y
739,"Berlioz,  Hector",1866-67,Y
740,"Chopin,  Frédéric",1866-67,N
741,"Chopin,  Frédéric",1866-67,N
742,"Wagner,  Richard",1866-67,Y
743,"Beethoven,  Ludwig  van",1866-67,N
744,"Liszt,  Franz",1866-67,Y
745,"Mozart,  Wolfgang  Amadeus",1866-67,N
746,"Bruch,  Max",1866-67,Y
747,"Weber,  Carl  Maria Von",1866-67,N
748,"Beethoven,  Ludwig  van",1867-68,N
749,"Mozart,  Wolfgang  Amadeus",1867-68,N
750,"Schumann,  Robert",1867-68,N
751,"Mendelssohn,  Felix",1867-68,N
752,"Liszt,  Franz",1867-68,Y
753,"Schubert,  Franz",1867-68,N
754,"Weber,  Carl  Maria Von",1867-68,N
755,"Ritter,  Frederic  Louis",1867-68,Y
756,"Liszt,  Franz",1867-68,Y
757,"Mendelssohn,  Felix",1867-68,N
758,"Spohr,  Louis",1867-68,N
759,"Schumann,  Robert",1867-68,N
760,"Beethoven,  Ludwig  van",1867-68,N
761,"Mozart,  Wolfgang  Amadeus",1867-68,N
762,"Weber,  Carl  Maria Von",1867-68,N
763,"Wagner,  Richard",1867-68,Y
764,"Mozart,  Wolfgang  Amadeus",1867-68,N
765,"Mendelssohn,  Felix",1867-68,N
766,"Schumann,  Robert",1867-68,N
767,"Veit,  Wenzel  Heinrich",1867-68,Y
768,"Kinkel,  Johanna",1867-68,N
769,"Beethoven,  Ludwig  van",1867-68,N
770,"Mendelssohn,  Felix",1867-68,N
771,"Bruch,  Max",1867-68,Y
772,"Weber,  Carl  Maria Von",1867-68,N
773,"Beethoven,  Ludwig  van",1868-69,N
774,"Handel,  George  Frideric",1868-69,N
775,"Gade,  Niels",1868-69,Y
776,"Gluck,  Christoph  Willibald",1868-69,N
777,"Berlioz,  Hector",1868-69,Y
778,"Haydn,  Franz  Joseph",1868-69,N
779,"Beethoven,  Ludwig  van",1868-69,N
780,"Catel,  Charles  Simon",1868-69,N
781,"Beethoven,  Ludwig  van",1868-69,N
782,"Liszt,  Franz",1868-69,Y
783,"Mendelssohn,  Felix",1868-69,N
784,"Bull,  Ole",1868-69,Y
785,"Schubert,  Franz",1868-69,N
786,"Bull,  Ole",1868-69,Y
787,"Beethoven,  Ludwig  van",1868-69,N
788,"Bach,  Johann  Sebastian",1868-69,N
789,"Beethoven,  Ludwig  van",1868-69,N
790,"Wagner,  Richard",1868-69,Y
791,"Mendelssohn,  Felix",1868-69,N
792,"Mozart,  Wolfgang  Amadeus",1868-69,N
793,"Schumann,  Robert",1868-69,N
794,"Liszt,  Franz",1868-69,Y
795,"Meyerbeer,  Giacomo",1868-69,Y
796,"Mendelssohn,  Felix",1868-69,N
797,"Wagner,  Richard",1868-69,Y
798,"Rizzo,  Giovanni  Battista [Riccio]",1868-69,
799,"Beethoven,  Ludwig  van",1868-69,N
800,"Gluck,  Christoph  Willibald",1868-69,N
801,"Beethoven,  Ludwig  van",1868-69,N
802,"Schumann,  Robert",1868-69,N
803,"Weber,  Carl  Maria Von",1868-69,N
804,"Mozart,  Wolfgang  Amadeus",1869-70,N
805,"Liszt,  Franz",1869-70,Y
806,"Mendelssohn,  Felix",1869-70,N
807,"Raff,  Joachim",1869-70,Y
808,"Mozart,  Wolfgang  Amadeus",1869-70,N
809,"Chopin,  Frédéric",1869-70,N
810,"Berlioz,  Hector",1869-70,Y
811,"Bull,  Ole",1869-70,Y
812,"Weber,  Carl  Maria Von",1869-70,N
813,"Anthem,",1869-70,Y
814,"Spohr,  Louis",1869-70,N
815,"Rossini,  Gioachino",1869-70,Y
816,"Beethoven,  Ludwig  van",1869-70,N
817,"Goldmark,  Karl",1869-70,Y
818,"Mozart,  Wolfgang  Amadeus",1869-70,N
819,"Beethoven,  Ludwig  van",1869-70,N
820,"Mozart,  Wolfgang  Amadeus",1869-70,N
821,"Rietz,  Julius",1869-70,Y
822,"Weber,  Carl  Maria Von",1869-70,N
823,"Kummer,  Friedrich  August",1869-70,Y
824,"Schumann,  Robert",1869-70,N
825,"Beethoven,  Ludwig  van",1869-70,N
826,"Liszt,  Franz",1869-70,Y
827,"Beethoven,  Ludwig  van",1869-70,N
828,"Beethoven,  Ludwig  van",1869-70,N
829,"Lipinsky,  Karl  Joseph",1869-70,
830,"Weber,  Carl  Maria Von",1869-70,N
831,"Schumann,  Robert",1869-70,N
832,"Beethoven,  Ludwig  van",1869-70,N
833,"Wagner,  Richard",1869-70,Y
834,"Gade,  Niels",1869-70,Y
835,"Liszt,  Franz",1869-70,Y
836,"Beethoven,  Ludwig  van",1869-70,N
837,"Beethoven,  Ludwig  van",1870-71,N
838,"Mozart,  Wolfgang  Amadeus",1870-71,N
839,"Liszt,  Franz",1870-71,Y
840,"Schubert,  Franz",1870-71,N
841,"Meyerbeer,  Giacomo",1870-71,N
842,"Wagner,  Richard",1870-71,Y
843,"Beethoven,  Ludwig  van",1870-71,N
844,"Beethoven,  Ludwig  van",1870-71,N
845,"Beethoven,  Ludwig  van",1870-71,N
846,"Beethoven,  Ludwig  van",1870-71,N
847,"Rubinstein,  Anton",1870-71,Y
848,"Beethoven,  Ludwig  van",1870-71,N
849,"Cherubini,  Luigi",1870-71,N
850,"Bennett,  William  Sterndale",1870-71,Y
851,"Mendelssohn,  Felix",1870-71,N
852,"Mozart,  Wolfgang  Amadeus",1870-71,N
853,"Bergmann,  Carl",1870-71,Y
854,"Goldmark,  Karl",1870-71,Y
855,"Lachner,  Franz",1870-71,Y
856,"Schumann,  Robert",1870-71,N
857,"Schumann,  Robert",1870-71,N
858,"Rubinstein,  Anton",1870-71,Y
859,"Bargiel,  Woldemar",1870-71,Y
860,"Rossini,  Gioachino",1870-71,Y
861,"Reinecke,  Carl",1870-71,Y
862,"Beethoven,  Ludwig  van",1870-71,N
863,"Rubinstein,  Anton",1870-71,Y
864,"Gade,  Niels",1870-71,Y
865,"Mendelssohn,  Felix",1870-71,N
866,"Liszt,  Franz",1870-71,Y
867,"Mendelssohn,  Felix",1870-71,N
868,"Weber,  Carl  Maria Von",1870-71,N
869,"Beethoven,  Ludwig  van",1870-71,N
870,"Mozart,  Wolfgang  Amadeus",1870-71,N
871,"Dachauer,  Louis",1870-71,
872,"Berlioz,  Hector",1870-71,Y
873,"Beethoven,  Ludwig  van",1871-72,N
874,"Mozart,  Wolfgang  Amadeus",1871-72,N
875,"Wagner,  Richard",1871-72,Y
876,"Beethoven,  Ludwig  van",1871-72,N
877,"Donizetti,  Gaetano",1871-72,N
878,"Weber,  Carl  Maria Von",1871-72,N
879,"Schumann,  Robert",1871-72,N
880,"Weber,  Carl  Maria Von",1871-72,N
881,"Reinecke,  Carl",1871-72,Y
882,"Haydn,  Franz  Joseph",1871-72,N
883,"Raff,  Joachim",1871-72,Y
884,"Schumann,  Robert",1871-72,N
885,"Haydn,  Franz  Joseph",1871-72,N
886,"Bruch,  Max",1871-72,Y
887,"Heinefetter,  Wilhelm",1871-72,
888,"Donizetti,  Gaetano",1871-72,N
889,"Beethoven,  Ludwig  van",1871-72,N
890,"Ritter,  Frederic  Louis",1871-72,Y
891,"Gluck,  Christoph  Willibald",1871-72,N
892,"Schumann,  Robert",1871-72,N
893,"Beethoven,  Ludwig  van",1871-72,N
894,"Boieldieu,  François-Adrien",1871-72,N
895,"Liszt,  Franz",1871-72,Y
896,"Beethoven,  Ludwig  van",1871-72,N
897,"Frey,  M.",1871-72,
898,"Goltermann,  Georg  Eduard",1871-72,
899,"Mendelssohn,  Felix",1871-72,N
900,"Lachner,  Franz",1871-72,Y
901,"Bargiel,  Woldemar",1871-72,Y
902,"Schubert,  Franz",1871-72,N
903,"Bach,  Johann  Sebastian",1871-72,N
904,"Mozart,  Wolfgang  Amadeus",1871-72,N
905,"Beethoven,  Ludwig  van",1871-72,N
906,"Schumann,  Robert",1871-72,N
907,"Liszt,  Franz",1871-72,Y
908,"Wagner,  Richard",1872-73,Y
909,"Rubinstein,  Anton",1872-73,Y
910,"Erdmannsdorfer,  Max  Von",1872-73,
911,"Chopin,  Frédéric",1872-73,N
912,"Beethoven,  Ludwig  van",1872-73,N
913,"Raff,  Joachim",1872-73,Y
914,"Haydn,  Franz  Joseph",1872-73,N
915,"Beethoven,  Ludwig  van",1872-73,N
916,"Berlioz,  Hector",1872-73,Y
917,"Hiller,  Ferdinand",1872-73,Y
918,"Pinsoti,",1872-73,
919,"Beethoven,  Ludwig  van",1872-73,N
920,"Weber,  Carl  Maria Von",1872-73,N
921,"Chopin,  Frédéric",1872-73,N
922,"Liszt,  Franz",1872-73,Y
923,"Mozart,  Wolfgang  Amadeus",1872-73,N
924,"Schumann,  Robert",1872-73,N
925,"Gade,  Niels",1872-73,Y
926,"Haydn,  Franz  Joseph",1872-73,N
927,"Bargiel,  Woldemar",1872-73,Y
928,"Matzka,  George",1872-73,
929,"Beethoven,  Ludwig  van",1872-73,N
930,"Haydn,  Franz  Joseph",1872-73,N
931,"Rossini,  Gioachino",1872-73,Y
932,"Weber,  Carl  Maria Von",1872-73,N
933,"Liszt,  Franz",1872-73,Y
934,"Schumann,  Robert",1872-73,N
935,"Spohr,  Louis",1872-73,N
936,"Rubinstein,  Anton",1872-73,Y
937,"Beethoven,  Ludwig  van",1873-74,N
938,"Gluck,  Christoph  Willibald",1873-74,N
939,"Spohr,  Louis",1873-74,N
940,"Bruch,  Max",1873-74,Y
941,"Rossini,  Gioachino",1873-74,Y
942,"Liszt,  Franz",1873-74,Y
943,"Mendelssohn,  Felix",1873-74,N
944,"Weber,  Carl  Maria Von",1873-74,N
945,"Beethoven,  Ludwig  van",1873-74,N
946,"Bellini,  Vincenzo",1873-74,N
947,"Rubinstein,  Anton",1873-74,Y
948,"Mendelssohn,  Felix",1873-74,N
949,"Henselt,  Adolf  Von",1873-74,Y
950,"Schubert,  Franz",1873-74,N
951,"Chopin,  Frédéric",1873-74,N
952,"Chopin,  Frédéric",1873-74,N
953,"Schumann,  Robert",1873-74,N
954,"Gade,  Niels",1873-74,Y
955,"Mendelssohn,  Felix",1873-74,N
956,"Wagner,  Richard",1873-74,Y
957,"Bach,  Johann  Sebastian",1873-74,N
958,"Bristow,  George  Frederick",1873-74,Y
959,"Mozart,  Wolfgang  Amadeus",1873-74,N
960,"Gluck,  Christoph  Willibald",1873-74,N
961,"Chopin,  Frédéric",1873-74,N
962,"Rubinstein,  Anton",1873-74,Y
963,"Rubinstein,  Anton",1873-74,Y
964,"Raff,  Joachim",1873-74,Y
965,"Grimm,  Julius  Otto",1873-74,Y
966,"Beethoven,  Ludwig  van",1873-74,N
967,"Goldmark,  Karl",1873-74,Y
968,"Meyerbeer,  Giacomo",1873-74,N
969,"Beethoven,  Ludwig  van",1873-74,N
970,"Beethoven,  Ludwig  van",1874-75,N
971,"Mozart,  Wolfgang  Amadeus",1874-75,N
972,"Raff,  Joachim",1874-75,Y
973,"Dietrich,  Albert  Hermann",1874-75,
974,"Herold,  Louis  Joseph Ferdinand [Hérold]",1874-75,N
975,"Chopin,  Frédéric",1874-75,N
976,"Schumann,  Robert",1874-75,N
977,"Weber,  Carl  Maria Von",1874-75,N
978,"Schumann,  Robert",1874-75,N
979,"Haydn,  Franz  Joseph",1874-75,N
980,"Beethoven,  Ludwig  van",1874-75,N
981,"Bach,  Johann  Sebastian",1874-75,N
982,"Mozart,  Wolfgang  Amadeus",1874-75,N
983,"Berlioz,  Hector",1874-75,Y
984,"Haydn,  Franz  Joseph",1874-75,N
985,"Mozart,  Wolfgang  Amadeus",1874-75,N
986,"Bach,  Johann  Sebastian",1874-75,N
987,"Wagner,  Richard",1874-75,Y
988,"Rossini,  Gioachino",1874-75,N
989,"Raff,  Joachim",1874-75,Y
990,"Spohr,  Louis",1874-75,N
991,"Schumann,  Robert",1874-75,N
992,"Weber,  Carl  Maria Von",1874-75,N
993,"Liszt,  Franz",1874-75,Y
994,"Bargiel,  Woldemar",1874-75,Y
995,"Lassen,  Eduard",1874-75,Y
996,"Mozart,  Wolfgang  Amadeus",1874-75,N
997,"Damrosch,  Leopold",1874-75,Y
998,"Beethoven,  Ludwig  van",1874-75,N
999,"Mendelssohn,  Felix",1874-75,N
1000,"Wagner,  Richard",1874-75,Y
1001,"Schumann,  Robert",1874-75,N
1002,"Beethoven,  Ludwig  van",1874-75,N
1003,"Liszt,  Franz",1874-75,Y
1004,"Bennett,  William  Sterndale",1874-75,Y
1005,"Berlioz,  Hector",1874-75,Y
1006,"Schumann,  Robert",1874-75,N
1007,"Beethoven,  Ludwig  van",1874-75,N
1008,"Bulow,  Hans  Von",1875-76,
1009,"Brahms,  Johannes",1875-76,Y
1010,"Verdi,  Giuseppe",1875-76,Y
1011,"Liszt,  Franz",1875-76,Y
1012,"Pfeffer,  Walter",1875-76,
1013,"Beethoven,  Ludwig  van",1875-76,N
1014,"Spohr,  Louis",1875-76,N
1015,"Mendelssohn,  Felix",1875-76,N
1016,"Schumann,  Robert",1875-76,N
1017,"Bach,  Johann  Sebastian",1875-76,N
1018,"Liszt,  Franz",1875-76,Y
1019,"Haydn,  Franz  Joseph",1875-76,N
1020,"Reinecke,  Carl",1875-76,Y
1021,"Beethoven,  Ludwig  van",1875-76,N
1022,"Beethoven,  Ludwig  van",1875-76,N
1023,"Mozart,  Wolfgang  Amadeus",1875-76,N
1024,"Metzdorff,  Richard",1875-76,
1025,"Liszt,  Franz",1875-76,Y
1026,"Beethoven,  Ludwig  van",1875-76,N
1027,"Cherubini,  Luigi",1875-76,N
1028,"Chopin,  Frédéric",1875-76,N
1029,"Schumann,  Robert",1875-76,N
1030,"Raff,  Joachim",1875-76,Y
1031,"Vieuxtemps,  Henri",1875-76,Y
1032,"Schubert,  Franz",1875-76,N
1033,"Bach,  Johann  Sebastian",1875-76,N
1034,"Spohr,  Louis",1875-76,N
1035,"Beethoven,  Ludwig  van",1875-76,N
1036,"Chopin,  Frédéric",1875-76,N
1037,"Tchaikovsky,  Pyotr  Ilyich",1875-76,Y
1038,"Liszt,  Franz",1875-76,Y
1039,"Mendelssohn,  Felix",1875-76,N
1040,"Beethoven,  Ludwig  van",1876-77,N
1041,"Wagner,  Richard",1876-77,Y
1042,"Beethoven,  Ludwig  van",1876-77,N
1043,"Schubert,  Franz",1876-77,N
1044,"Wagner,  Richard",1876-77,Y
1045,"Liszt,  Franz",1876-77,Y
1046,"Chopin,  Frédéric",1876-77,N
1047,"Bach,  Johann  Sebastian",1876-77,N
1048,"Mozart,  Wolfgang  Amadeus",1876-77,N
1049,"Rameau,  Jean-Philippe",1876-77,N
1050,"Paganini,  Nicolò",1876-77,N
1051,"Chopin,  Frédéric",1876-77,N
1052,"Schumann,  Robert",1876-77,N
1053,"Hiller,  Ferdinand",1876-77,Y
1054,"Leschetizky,  Theodor",1876-77,Y
1055,"Rubinstein,  Anton",1876-77,Y
1056,"Vieuxtemps,  Henri",1876-77,Y
1057,"Liszt,  Franz",1876-77,Y
1058,"Schumann,  Robert",1876-77,N
1059,"Saint-Saens [Saint-Saëns],  Camille",1876-77,Y
1060,"Wagner,  Richard",1876-77,Y
1061,"Beethoven,  Ludwig  van",1876-77,N
1062,"Goldmark,  Karl",1876-77,Y
1063,"Haydn,  Franz  Joseph",1876-77,N
1064,"Beethoven,  Ludwig  van",1876-77,N
1065,"Berlioz,  Hector",1876-77,N
1066,"Berlioz,  Hector",1876-77,N
1067,"Beethoven,  Ludwig  van",1876-77,N
1068,"Mendelssohn,  Felix",1876-77,N
1069,"Fuchs,  Robert",1876-77,Y
1070,"Bronsart,  Hans  Von",1876-77,
1071,"Beethoven,  Ludwig  van",1876-77,N
1072,"Haydn,  Franz  Joseph",1876-77,N
1073,"Handel,  George  Frideric",1876-77,N
1074,"Liszt,  Franz",1876-77,Y
1075,"Beethoven,  Ludwig  van",1876-77,N
1076,"Weber,  Carl  Maria Von",1876-77,N
1077,"Gluck,  Christoph  Willibald",1876-77,N
1078,"Beethoven,  Ludwig  van",1876-77,N
1079,"Beethoven,  Ludwig  van",1876-77,N
1080,"Cherubini,  Luigi",1877-78,N
1081,"Beethoven,  Ludwig  van",1877-78,N
1082,"Schumann,  Robert",1877-78,N
1083,"Raff,  Joachim",1877-78,Y
1084,"Liszt,  Franz",1877-78,Y
1085,"Brahms,  Johannes",1877-78,Y
1086,"Beethoven,  Ludwig  van",1877-78,N
1087,"Mendelssohn,  Felix",1877-78,N
1088,"Wagner,  Richard",1877-78,Y
1089,"Schubert,  Franz",1877-78,N
1090,"Wagner,  Richard",1877-78,Y
1091,"Volkmann,  Friedrich  Robert",1877-78,Y
1092,"Berlioz,  Hector",1877-78,N
1093,"Mozart,  Wolfgang  Amadeus",1877-78,N
1094,"Brahms,  Johannes",1877-78,Y
1095,"Goldmark,  Karl",1877-78,Y
1096,"Beethoven,  Ludwig  van",1877-78,N
1097,"Schumann,  Robert",1877-78,N
1098,"Weber,  Carl  Maria Von",1877-78,N
1099,"Beethoven,  Ludwig  van",1877-78,N
1100,"Liszt,  Franz",1877-78,Y
1101,"Raff,  Joachim",1877-78,Y
1102,"Beethoven,  Ludwig  van",1877-78,N
1103,"Rubinstein,  Anton",1877-78,Y
1104,"Wagner,  Richard",1877-78,Y
1105,"Beethoven,  Ludwig  van",1878-79,N
1106,"Raff,  Joachim",1878-79,Y
1107,"Goldmark,  Karl",1878-79,Y
1108,"Wilhelmj,  August  Daniel Ferdinand",1878-79,
1109,"Wagner,  Richard",1878-79,Y
1110,"Brahms,  Johannes",1878-79,Y
1111,"Ernst,  Heinrich  Wilhelm",1878-79,N
1112,"Mercadante,  Giuseppe  Saverio",1878-79,
1113,"Beethoven,  Ludwig  van",1878-79,N
1114,"Chopin,  Frédéric",1878-79,N
1115,"Chopin,  Frédéric",1878-79,N
1116,"Wagner,  Richard",1878-79,Y
1117,"Liszt,  Franz",1878-79,Y
1118,"Haydn,  Franz  Joseph",1878-79,N
1119,"Beethoven,  Ludwig  van",1878-79,N
1120,"Berlioz,  Hector",1878-79,N
1121,"Svendsen,  Johan",1878-79,Y
1122,"Handel,  George  Frideric",1878-79,N
1123,"Glinka,  Mikhail",1878-79,N
1124,"Mendelssohn,  Felix",1878-79,N
1125,"Beethoven,  Ludwig  van",1878-79,N
1126,"Beethoven,  Ludwig  van",1878-79,N
1127,"Berlioz,  Hector",1878-79,N
1128,"Rubinstein,  Anton",1878-79,Y
1129,"Schubert,  Franz",1878-79,N
1130,"Tchaikovsky,  Pyotr  Ilyich",1878-79,Y
1131,"Handel,  George  Frideric",1878-79,N
1132,"Schubert,  Franz",1878-79,N
1133,"Handel,  George  Frideric",1878-79,N
1134,"Grieg,  Edvard",1878-79,Y
1135,"Berlioz,  Hector",1878-79,N
1136,"Schumann,  Robert",1878-79,N
1137,"Schumann,  Robert",1878-79,N
1138,"Beethoven,  Ludwig  van",1878-79,N
1139,"Liszt,  Franz",1878-79,Y
1140,"Mozart,  Wolfgang  Amadeus",1878-79,N
1141,"Mendelssohn,  Felix",1878-79,N
1142,"Bargiel,  Woldemar",1878-79,Y
1143,"Saint-Saens [Saint-Saëns],  Camille",1878-79,Y
1144,"Beethoven,  Ludwig  van",1878-79,N
1145,"Weber,  Carl  Maria Von",1878-79,N
1146,"Volkmann,  Friedrich  Robert",1878-79,Y
1147,"Bach,  Johann  Sebastian",1878-79,N
1148,"Liszt,  Franz",1878-79,Y
1149,"Mendelssohn,  Felix",1878-79,N
1150,"Schumann,  Robert",1878-79,N
1151,"Tchaikovsky,  Pyotr  Ilyich",1878-79,Y
1152,"Rubinstein,  Anton",1878-79,Y
1153,"Mozart,  Wolfgang  Amadeus",1878-79,N
1154,"Sarasate,  Pablo  de",1878-79,Y
1155,"Schumann,  Robert",1878-79,N
1156,"Beethoven,  Ludwig  van",1878-79,N
1157,"Bazzini,  Antonio",1878-79,Y
1158,"Liszt,  Franz",1878-79,Y
1159,"Spohr,  Louis",1878-79,N
1160,"Raff,  Joachim",1878-79,Y
1161,"Boccherini,  Luigi",1878-79,N
1162,"Schumann,  Robert",1878-79,N
1163,"Schumann,  Robert",1878-79,N
1164,"Handel,  George  Frideric",1878-79,N
1165,"Mendelssohn,  Felix",1878-79,N
1166,"Schumann,  Robert",1878-79,N
1167,"Soderman [Söderman],  August",1878-79,Y
1168,"Rubinstein,  Anton",1878-79,Y
1169,"Raff,  Joachim",1878-79,Y
1170,"Pergolesi,  Giovanni  Battista",1878-79,N
1171,"Chopin,  Frédéric",1878-79,N
1172,"Chopin,  Frédéric",1878-79,N
1173,"Boccherini,  Luigi",1878-79,N
1174,"Cherubini,  Luigi",1878-79,N
1175,"Scharwenka,  Franz  Xaver",1878-79,Y
1176,"Grieg,  Edvard",1878-79,Y
1177,"Berlioz,  Hector",1878-79,N
1178,"Mozart,  Wolfgang  Amadeus",1878-79,N
1179,"Brull,  Ignaz",1878-79,Y
